LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
550,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.031703]-AirPortBrcm4360_Logs-003.txt, Current File [2017-07-03_16,05,51.031703]-AirPortBrcm4360_Logs-003.txt",E172,"CCFile::captureLogRun Skipping current file Dir file [<*>,<*>,<*>]-<*>, Current File [<*>,<*>,<*>]-<*>","CCFile::captureLogRun Skipping current file Dir file [{file_dir}]-{file_name}, Current File [{file_dir}]-{file_name}",239,37,"CCFile::captureLogRun Skipping current file Dir file [{file}]-[{date}]-[{logname}].log, Current File [{file}]-[{date}]-[{logname}].log",246,45,"CCFile::captureLogRun Skipping current file Dir file [FILENAME]-[FILEDATE].txt, Current File [FILENAME]-[FILEDATE].txt",245,37,"CCFile::captureLogRun Skipping current file Dir file [{date}-AirPortBrcm4360_Logs-{index}.txt], Current File [{date}-AirPortBrcm4360_Logs-{index}.txt]",246,60,"{class}::{method} Skipping current file Dir file [{date}]-{name}-{number}.txt, Current File [{date}]-{name}-{number}.txt",229,42,"{class}:{method}({args}), Current File [{file}]",229,18,"CCFile::captureLogRun Skipping current file Dir file [<*>]-<*>, Current File [<*>]-<*>","CCFile::captureLogRun Skipping current file Dir file [<*>]-[<*>]-[<*>].log, Current File [<*>]-[<*>]-[<*>].log","CCFile::captureLogRun Skipping current file Dir file [FILENAME]-[FILEDATE].txt, Current File [FILENAME]-[FILEDATE].txt","CCFile::captureLogRun Skipping current file Dir file [<*>-AirPortBrcm4360_Logs-<*>.txt], Current File [<*>-AirPortBrcm4360_Logs-<*>.txt]","<*>::<*> Skipping current file Dir file [<*>]-<*>-<*>.txt, Current File [<*>]-<*>-<*>.txt","<*>(<*>), Current File [<*>]"
551,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.075268]-AirPortBrcm4360_Logs-005.txt, Current File [2017-07-03_16,05,51.075268]-AirPortBrcm4360_Logs-005.txt",E172,"CCFile::captureLogRun Skipping current file Dir file [<*>,<*>,<*>]-<*>, Current File [<*>,<*>,<*>]-<*>","CCFile::captureLogRun Skipping current file Dir file [{fileDir}]-{fileName}, Current File [{currentFile}]",239,27,Capturing log run from [{start_time}] to [{end_time}] on [{file}],246,21,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.075268]-AirPortBrcm4360_Logs-{fileNumber}-{timestamp}.txt, Current File [2017-07-03_16,05,51.075268]-AirPortBrcm4360_Logs-{fileNumber}-{timestamp}.txt",245,119,"CCFile::captureLogRun Skipping current file Dir file [{date}]-AirPortBrcm4360_Logs-{index}.txt, Current File [{date}]-AirPortBrcm4360_Logs-{index}.txt",246,61,"{class}::{functionName} Skipping current file Dir file [{time}]-{fileName}-{fileNumber}.{extension}, Current File [{time}]-{fileName}-{fileNumber}.{extension}",229,48,"{class}::captureLogRun Skipping current file Dir file [{date},{time}]-{file}, Current File [{date},{time}]-{file}",229,39,"CCFile::captureLogRun Skipping current file Dir file [<*>]-<*>, Current File [<*>]",Capturing log run from [<*>] to [<*>] on [<*>],"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-03_16,<*>,<*>]-AirPortBrcm4360_Logs-<*>-<*>.txt, Current File [<*>-<*>-03_16,<*>,<*>]-AirPortBrcm4360_Logs-<*>-<*>.txt","CCFile::captureLogRun Skipping current file Dir file [<*>]-AirPortBrcm4360_Logs-<*>.txt, Current File [<*>]-AirPortBrcm4360_Logs-<*>.txt","<*>::<*> Skipping current file Dir file [<*>]-<*>-<*>, Current File [<*>]-<*>-<*>","<*>::captureLogRun Skipping current file Dir file [<*>,<*>]-<*>, Current File [<*>,<*>]-<*>"
552,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.177343]-io80211Family-003.pcapng, Current File [2017-07-03_16,05,51.177343]-io80211Family-003.pcapng",E172,"CCFile::captureLogRun Skipping current file Dir file [<*>,<*>,<*>]-<*>, Current File [<*>,<*>,<*>]-<*>","CCFile::captureLogRun Skipping current file Dir file [{file}], Current File [{file}]",233,22,[file][timestamp]-[interface]-[family].pcapng,238,17,"CCFile::captureLogRun Skipping current file Dir file [FILE_DATE]-[FILE_NAME].pcapng, Current File [FILE_DATE]-[FILE_NAME].pcapng",237,45,"CCFile::captureLogRun Skipping current file Dir file [{date}]-io80211Family-{number}.pcapng, Current File [{date}]-io80211Family-{number}.pcapng",238,53,"{class}::{functionName} Skipping current file {Dir} file [{date}]{time}{ext}, Current File {Dir} file [{date}]{time}{ext}",225,42,"CCFile::captureLogRun Skipping current file Dir file [{time}-{file}]-{file}, Current File [{time}-{file}]-{file}",225,36,"CCFile::captureLogRun Skipping current file Dir file [<*>], Current File [<*>]",[file][timestamp]-[interface]-[family].pcapng,"CCFile::captureLogRun Skipping current file Dir file [FILE_DATE]-[FILE_NAME].pcapng, Current File [FILE_DATE]-[FILE_NAME].pcapng","CCFile::captureLogRun Skipping current file Dir file [<*>]-io80211Family-<*>.pcapng, Current File [<*>]-io80211Family-<*>.pcapng","<*>::<*> Skipping current file <*> file [<*>]<*>, Current File <*> file [<*>]<*>","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>]-<*>, Current File [<*>-<*>]-<*>"
553,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,E173,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun() Exiting CCFile::captureLogRun,145,16,Exiting {class}::{function_name},151,12,CCFile::captureLogRun() Exiting CCFile::captureLogRun,150,18,CCFile::captureLogRun() {log_message},151,14,{class}::{function}() {logMessage},139,13,{class}::captureLogRun() Exiting {class},139,14,CCFile::captureLogRun() Exiting CCFile::captureLogRun,Exiting <*>::<*>,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun() <*>,<*>::<*>() <*>,<*>::captureLogRun() Exiting <*>
554,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLog,E167,CCFile::captureLog,CCFile::captureLog,135,6,CCFile::captureLog,140,7,CCFile::captureLog({filePath}),139,11,CCFile::captureLog,140,7,{class}::captureLog,129,8,{class}::captureLog,129,8,CCFile::captureLog,CCFile::captureLog,CCFile::captureLog(<*>),CCFile::captureLog,<*>::captureLog,<*>::captureLog
555,Jul,3,16:06:19,calvisitor-10-105-160-237,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,06,19.893324]-AirPortBrcm4360_Logs-008.txt, Current File [2017-07-03_16,06,19.893324]-AirPortBrcm4360_Logs-008.txt",E172,"CCFile::captureLogRun Skipping current file Dir file [<*>,<*>,<*>]-<*>, Current File [<*>,<*>,<*>]-<*>","CCFile::captureLogRun Skipping current file Dir file [{dir}]-{file}, Current File [{dir}]-{file}",239,29,"CCFile::captureLogRun Skipping current file Dir file [YYYY-MM-DD_HH,mm,ss.SSSZ]-[FILENAME]_Logs-[FILENUMBER].txt, Current File [YYYY-MM-DD_HH,mm,ss.SSSZ]-[FILENAME]_Logs-[FILENUMBER].txt",246,79,"CCFile::captureLogRun Skipping current file Dir file [FILE]-[FILE].txt, Current File [FILE]-[FILE].txt",245,33,"CCFile::captureLogRun Skipping current file Dir file [{date}]-AirPortBrcm4360_Logs-{index}.txt, Current File [{date}]-AirPortBrcm4360_Logs-{index}.txt",246,61,"{class}::{functionName} Skipping current file Dir file [{date}]-{fileName}-{index}.{ext}, Current File [{date}]-{fileName}-{index}.{ext}",229,46,"{class}::captureLogRun Skipping current file Dir file [{date},{time}]-{fileName}, Current File [{date},{time}]-{fileName}",229,39,"CCFile::captureLogRun Skipping current file Dir file [<*>]-<*>, Current File [<*>]-<*>","CCFile::captureLogRun Skipping current file Dir file [YYYY-MM-DD_HH,mm,ss.SSSZ]-[FILENAME]_Logs-[FILENUMBER].txt, Current File [YYYY-MM-DD_HH,mm,ss.SSSZ]-[FILENAME]_Logs-[FILENUMBER].txt","CCFile::captureLogRun Skipping current file Dir file [FILE]-[FILE].txt, Current File [FILE]-[FILE].txt","CCFile::captureLogRun Skipping current file Dir file [<*>]-AirPortBrcm4360_Logs-<*>.txt, Current File [<*>]-AirPortBrcm4360_Logs-<*>.txt","<*>::<*> Skipping current file Dir file [<*>]-<*>-<*>, Current File [<*>]-<*>-<*>","<*>::captureLogRun Skipping current file Dir file [<*>,<*>]-<*>, Current File [<*>,<*>]-<*>"
556,Jul,3,16:07:32,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,E121,AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,138,9,AppleCamIn::wakeEventHandlerThread,144,11,AppleCamIn::{method},143,9,AppleCamIn::{eventHandler},144,10,{class}::{function},132,8,AppleCamIn::wakeEventHandlerThread,132,10,AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,AppleCamIn::<*>,AppleCamIn::<*>,<*>::<*>,AppleCamIn::wakeEventHandlerThread
557,Jul,3,16:07:33,authorMacBook-Pro,configd,53,,network changed: v6(en0-:2607:f140:6000:8:d8d1:d506:6046:43e4) DNS- Proxy-,E265,network changed: <*>(<*>) DNS- Proxy-,network changed: v6({interface}-:{address}) DNS- Proxy-,183,18,network changed: {type}({ipv6_addr}) DNS- {proxy_name},186,21,network changed: v6({address}) DNS- Proxy-,185,14,network changed: v{version}({interface}:{ipv6}) DNS- Proxy-,186,21,network changed: v{type}({interface})-:{ipv6_prefix}:{ipv6_suffix} DNS-{state}-Proxy-,175,33,network changed: v6({interface}) DNS- Proxy-,175,14,network changed: v6(<*>-:<*>) DNS- Proxy-,network changed: <*>(<*>) DNS- <*>,network changed: v6(<*>) DNS- Proxy-,network changed: <*>(<*>) DNS- Proxy-,network changed: <*>(<*>)-:<*> DNS-<*>-Proxy-,network changed: v6(<*>) DNS- Proxy-
558,Jul,3,16:07:33,authorMacBook-Pro,kernel,0,,ARPT: 682827.873728: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,E130,ARPT: <*>: AQM agg results <*> len hi/lo: <*> BAbitmap(<*>) <*>,ARPT: {time}: AQM agg results {result} len hi/lo: {len_hi} {len_lo} BAbitmap(0-3) {bitmap},190,41,ARPT: {timestamp}.{len},196,10,ARPT: {timestamp} - AQM agg results 0x{agg_result_high} len {len_high}/{len_low}: {BAbitmap},195,40,ARPT: {time}: AQM agg results 0x{result} len hi/lo: 0x{len_hi} 0x{len_lo} BAbitmap({bits}) {bit_vals},196,53,{class}: {time}: AQM agg results 0x{hex_value} len hi/lo: 0x{hex_value} 0x{hex_value} BAbitmap({index}-{index}) {index} {index} {index} {index},184,62,{class}: 0x{time}.{millisecond} - AQM agg results 0x{result} len hi/lo: 0x{hi} 0x{lo} 0 0 0 0,184,53,ARPT: <*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(<*>-<*>) <*>,ARPT: <*>,ARPT: <*> - AQM agg results <*> len <*>/<*>: <*>,ARPT: <*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(<*>) <*>,<*>: <*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(<*>-<*>) <*> <*> <*> <*>,<*>: <*> - AQM agg results <*> len hi/lo: <*> <*> <*> <*> <*> <*>
559,Jul,3,16:07:33,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,33.914349]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml",E174,"CCFile::copyFile fileName is [<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>","CCFile::copyFile fileName is [{fileName}], source path:{sourcePath}, dest path:{destPath}",365,24,"[YYYY-MM-DD_HH,mm,ss.SSS]_[ComponentName]_[EventType].log, source path/{sourcePath}, dest path/{destPath}",370,40,"CCFile::copyFile fileName is [2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,33.914349]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml",369,237,"CCFile::copyFile fileName is {fileName}, source path:{sourcePath}, dest path:{destPath}",370,23,"{class}::{function} fileName is {fileName}, source path:{sourcePath}, dest path:{destPath}",354,30,"{class}::copyFile fileName is {fileName}, source path={sourcePath}, dest path={destPath}",354,27,"CCFile::copyFile fileName is [<*>], source path:<*>, dest path:<*>","[YYYY-MM-DD_HH,mm,ss.SSS]_[ComponentName]_[EventType].log, source path/<*>, dest path/<*>","CCFile::copyFile fileName is [<*>-<*>-03_16,<*>,<*>]-CCIOReporter-<*>.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[<*>-<*>-03_16,<*>,<*>]-CCIOReporter-<*>.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[<*>-<*>-03_16,<*>,<*>]=AuthFail:sts:5_rsn:0/OneStats//[<*>-<*>-03_16,<*>,<*>]-CCIOReporter-<*>.xml","CCFile::copyFile fileName is <*>, source path:<*>, dest path:<*>","<*>::<*> fileName is <*>, source path:<*>, dest path:<*>","<*>::copyFile fileName is <*>, source path=<*>, dest path=<*>"
560,Jul,3,16:07:33,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,07,33.934533]-AirPortBrcm4360_Logs-009.txt, Current File [2017-07-03_16,07,33.934533]-AirPortBrcm4360_Logs-009.txt",E172,"CCFile::captureLogRun Skipping current file Dir file [<*>,<*>,<*>]-<*>, Current File [<*>,<*>,<*>]-<*>","CCFile::captureLogRun Skipping current file Dir file [{dir}]-{file}, Current File [{current_file}]",239,27,Capturing log run for {file}.,246,9,"CCFile::captureLogRun Skipping current file Dir file [date]-[file_name]-[file_number].txt, Current File [date]-[file_name]-[file_number].txt",245,49,"CCFile::captureLogRun Skipping current file Dir file [{date}]-AirPortBrcm4360_Logs-{index}.txt, Current File [{date}]-AirPortBrcm4360_Logs-{index}.txt",246,61,"{class}::{method} Skipping current file Dir file [{time}]-{file}-{index}.txt, Current File [{time}]-{file}-{index}.txt",229,42,"CCFile::captureLogRun Skipping current file Dir file [{time},{time}]-{fileName}-{index}.{ext}, Current File [{time},{time}]-{fileName}-{index}.{ext}",229,52,"CCFile::captureLogRun Skipping current file Dir file [<*>]-<*>, Current File [<*>]",Capturing log run for <*>.,"CCFile::captureLogRun Skipping current file Dir file [date]-[file_name]-[file_number].txt, Current File [date]-[file_name]-[file_number].txt","CCFile::captureLogRun Skipping current file Dir file [<*>]-AirPortBrcm4360_Logs-<*>.txt, Current File [<*>]-AirPortBrcm4360_Logs-<*>.txt","<*>::<*> Skipping current file Dir file [<*>]-<*>-<*>.txt, Current File [<*>]-<*>-<*>.txt","CCFile::captureLogRun Skipping current file Dir file [<*>,<*>]-<*>-<*>, Current File [<*>,<*>]-<*>-<*>"
561,Jul,3,16:07:39,authorMacBook-Pro,kernel,0,,ARPT: 682833.053879: framerdy 0x0 bmccmd 3 framecnt 1024,E133,ARPT: <*>: framerdy <*> bmccmd <*> framecnt <*>,ARPT: {time}: framerdy 0x0 bmccmd {bmccmd} framecnt {framecnt},168,29,ARPT: {framerdy} {bmccmd} {framecnt},172,18,ARPT: {frame_rate}.{frametime}.{frame_count},171,18,ARPT: {time}: framerdy {addr} bmccmd {cmd} framecnt {count},172,25,{module}: {timestamp}: {function} {parameter1} {parameter2} {parameter3},162,22,ARPT: {macaddr}: {time} framerdy 0x{bmcaddr} bmccmd {bmccommand} framecnt {framecount},162,37,ARPT: <*>: framerdy 0x0 bmccmd <*> framecnt <*>,ARPT: <*> <*> <*>,ARPT: <*>,ARPT: <*>: framerdy <*> bmccmd <*> framecnt <*>,<*>: <*>: <*> <*> <*> <*>,ARPT: <*>: <*> framerdy <*> bmccmd <*> framecnt <*>
562,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.094895]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng",E174,"CCFile::copyFile fileName is [<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>","CCFile::copyFile fileName is {fileName}, source path:{source}, dest path:{dest}",393,21,"[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng",402,45,"CCFile::copyFile - fileName is [2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, source path = {source_path}, dest path = {dest_path}",401,70,"CCFile::copyFile fileName is {filename}, source path:{sourcePath}, dest path:{destPath}",402,23,"CCFile::copyFile fileName is {fileName}, source path:{sourcePath}, dest path:{destPath}",387,28,"{class}:{fileName} is [{date}]-{path}, source path={sourcePath}, dest path={destPath}",387,29,"CCFile::copyFile fileName is <*>, source path:<*>, dest path:<*>","[<*>-<*>-03_16,<*>,<*>]-io80211Family-<*>.pcapng","CCFile::copyFile - fileName is [<*>-<*>-03_16,<*>,<*>]-io80211Family-<*>.pcapng, source path = <*>, dest path = <*>","CCFile::copyFile fileName is <*>, source path:<*>, dest path:<*>","CCFile::copyFile fileName is <*>, source path:<*>, dest path:<*>","<*> is [<*>]-<*>, source path=<*>, dest path=<*>"
563,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,E175,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams {streams},146,19,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams {streams},150,19,CCIOReporterFormatter::addRegistryChildToChannelDictionary - streams = {streams},149,21,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams {streams},150,19,{class}::addRegistryChildToChannelDictionary streams {streams},139,16,CCIOReporterFormatter::addRegistryChildToChannelDictionary {streams},139,17,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>,CCIOReporterFormatter::addRegistryChildToChannelDictionary - streams = <*>,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>,<*>::addRegistryChildToChannelDictionary streams <*>,CCIOReporterFormatter::addRegistryChildToChannelDictionary <*>
564,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.171995]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml",E174,"CCFile::copyFile fileName is [<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>","CCFile::copyFile fileName is [{fileName}], source path:{source path}, dest path:{dest path}",365,24,"CCFile::copyFile fileName is [2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, source path=/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, dest path=/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.171995]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml",370,237,"CCFile::copyFile - fileName is {filename}, source path={source}, dest path={dest}",369,22,"CCFile::copyFile fileName is {fileName}, source path:{sourcePath}, dest path:{destPath}",370,23,"{class}::{function} fileName is {fileName}, source path:{sourcePath}, dest path:{destPath}",354,30,{fileName} is [{date}]-{file}-{sourcePath}/{destPath}={reason},354,22,"CCFile::copyFile fileName is [<*>], source path:<*>, dest path:<*>","CCFile::copyFile fileName is [<*>-<*>-03_16,<*>,<*>]-CCIOReporter-<*>.xml, source path=/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[<*>-<*>-03_16,<*>,<*>]-CCIOReporter-<*>.xml, dest path=/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[<*>-<*>-03_16,<*>,<*>]=AuthFail:sts:5_rsn:0/OneStats//[<*>-<*>-03_16,<*>,<*>]-CCIOReporter-<*>.xml","CCFile::copyFile - fileName is <*>, source path=<*>, dest path=<*>","CCFile::copyFile fileName is <*>, source path:<*>, dest path:<*>","<*>::<*> fileName is <*>, source path:<*>, dest path:<*>",<*> is [<*>]-<*>-<*>/<*>=<*>
