LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
606,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_2 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
607,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_1 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
608,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -104, init = 143, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
609,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -104, init = 145, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
610,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -106, init = 145, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
611,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -106, init = 145, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
612,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 43, boot = -104, init = 146, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
613,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in {driver_pid}.{driver_id}. Bytes sent to driver: {result_size}'
Started reading broadcast variable {variable}.
Finished task 2.0 in stage 16.0 (TID {task_id}). 2163 bytes result sent to driver.",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in <*>. Bytes sent to driver: <*>' Started reading broadcast variable <*>. Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver.,Finished task <*> (TID <*>). <*> bytes result sent to driver
614,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_num} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
615,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_num} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
616,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_id} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} in stage {stage}.{tid} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
617,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_num} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
618,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 692,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
619,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 17.0 (TID 692),E24,Running task <*> in stage <*> (TID <*>),79,"Running task {task_index}.{stage_index} in stage {stage_index}'
Started reading broadcast variable {variable}",Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*>' Started reading broadcast variable <*>,Running task <*> (TID <*>)
620,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 706,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
621,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 17.0 (TID 706),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
622,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 716,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
623,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 17.0 (TID 716),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
624,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 718,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
625,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 26,E29,Started reading broadcast variable <*>,66,"Started reading broadcast variable {variable}'
Started reading broadcast variable {variable}",Started reading broadcast variable {variable},Started reading broadcast variable <*>' Started reading broadcast variable <*>,Started reading broadcast variable <*>
626,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 17.0 (TID 718),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
627,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 719,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
628,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 17.0 (TID 719),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
629,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_26_piece0 stored as bytes in memory (estimated size 5.8 KB, free 379.9 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block broadcast_26_piece0 stored as bytes in memory (estimated size {size}, free {free_space} KB)","Block {block} stored as {type} in memory (estimated size {size}, free {free})'
Please provide me with the log message you would like me to analyze and abstract.","Block broadcast_26_piece0 stored as bytes in memory (estimated size <*>, free <*> KB)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)' Please provide me with the log message you would like me to analyze and abstract."
630,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 26 took 10 ms,E20,Reading broadcast variable <*> took <*> ms,69,"Reading broadcast variable {variable} took {time}'
Started reading broadcast variable 9
Reading broadcast variable 26 took 10 ms",Reading broadcast variable {variable} took {time} ms,Reading broadcast variable <*> took <*>' Started reading broadcast variable <*> Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
