LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
795,315684,gige7,gige,temperature,1082629326,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
796,330049,gige7,gige,temperature,1083231744,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
797,329889,node-217,node,temperature,1083208215,1,ambient=31,E2,ambient=<*>,ambient={},62,5,ambient = 31,63,7,ambient={ambient},62,7,ambient={temperature},63,7,ambient={ambient},62,7,{ambient},62,5,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,<*>
798,316991,gige7,gige,temperature,1083025647,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
799,340621,gige7,gige,temperature,1083424951,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
800,342541,gige7,gige,temperature,1083973367,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
801,342400,gige7,gige,temperature,1083930762,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
802,342193,node-244,node,temperature,1083879601,1,ambient=32,E2,ambient=<*>,ambient={},62,5,ambient = 32,63,7,ambient=32,62,6,ambient={temperature},63,7,ambient={ambient},62,7,{ambient},62,5,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,<*>
803,341967,gige7,gige,temperature,1083844658,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
804,341924,node-237,node,temperature,1083831510,1,ambient=33,E2,ambient=<*>,ambient={},62,5,ambient=33,63,6,ambient=33,62,6,ambient={temperature},63,7,ambient={ambient},62,7,{ambient},62,5,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>,<*>
805,341629,gige7,gige,temperature,1083744155,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
806,341358,gige7,gige,temperature,1083688955,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
807,341168,gige7,gige,temperature,1083639753,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
808,340799,gige7,gige,temperature,1083522751,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
809,350670,node-240,node,temperature,1084653390,1,ambient=35,E2,ambient=<*>,"ambient={}'

The template of 'message=abc' is 'message={}'

The template of 'message=abc,ambient=35' is 'message={},ambient={}'

The template of 'message=abc,ambient=35,running' is 'message={},ambient={},running'

The template of 'message=abc,ambient=35,running,ambient=35' is 'message={},ambient={},running'

The template of 'message=abc,ambient=35,running,ambient=35,message=def' is 'message={},ambient={},running'

The template of 'message=abc,ambient=35,running,ambient=35,message=def,ambient=100' is 'message={},ambient={},running'
'''
import re

def log_template(log_message):
    pattern = r'\b\w+\b'
    words = re.findall(pattern, log_message)
    template = ''
    for word in words:
        if word.startswith",62,256,ambient = 35,63,7,ambient=35,62,6,ambient={temperature},63,7,ambient={temperature},62,6,ambient={0},62,6,"ambient=<*>' The template of 'message=abc' is 'message=<*>' The template of 'message=abc,ambient=<*>' is 'message=<*>,ambient=<*>' The template of 'message=abc,ambient=<*>,running' is 'message=<*>,ambient=<*>,running' The template of 'message=abc,ambient=<*>,running,ambient=<*>' is 'message=<*>,ambient=<*>,running' The template of 'message=abc,ambient=<*>,running,ambient=<*>,message=def' is 'message=<*>,ambient=<*>,running' The template of 'message=abc,ambient=<*>,running,ambient=<*>,message=def,ambient=<*>' is 'message=<*>,ambient=<*>,running' ''' import re def log_template(log_message): pattern = r'\b\w+\b' words = re.findall(pattern, log_message) template = '' for word in words: if word.startswith",ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
810,350386,node-234,node,temperature,1084631343,1,ambient=31,E2,ambient=<*>,ambient={},62,5,ambient = 31,63,7,ambient={ambient},62,7,ambient={temperature},63,7,ambient={ambient},62,7,{ambient},62,5,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,<*>
811,350295,node-239,node,temperature,1084629363,1,ambient=31,E2,ambient=<*>,ambient={},62,5,ambient = 31,63,7,ambient={ambient},62,7,ambient={temperature},63,7,ambient={ambient},62,7,{ambient},62,5,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,<*>
812,350242,node-108,node,temperature,1084626810,1,ambient=31,E2,ambient=<*>,ambient={},62,5,ambient = 31,63,7,ambient={ambient},62,7,ambient={temperature},63,7,ambient={ambient},62,7,{ambient},62,5,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,<*>
813,350134,node-109,node,temperature,1084621410,1,ambient=30,E2,ambient=<*>,ambient={},62,5,ambient = 30,63,7,ambient=30,62,6,ambient={temperature},63,7,ambient={ambient},62,7,{ambient},62,5,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,<*>
814,349094,node-111,node,temperature,1084529940,1,ambient=31,E2,ambient=<*>,ambient={},62,5,ambient = 31,63,7,ambient={ambient},62,7,ambient={temperature},63,7,ambient={ambient},62,7,{ambient},62,5,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,<*>
815,348979,node-112,node,temperature,1084518061,1,ambient=29,E2,ambient=<*>,"ambient={}'

The template of 'Ambient temperature is 29' is 'Ambient temperature is {}'

The template of 'Ambient temperature is 29 and humidity is 30' is 'Ambient temperature is {} and humidity is {}'

The template of 'Ambient temperature is 29 and humidity is 30 and pressure is 40' is 'Ambient temperature is {} and humidity is {} and pressure is {}'
'''
import re
def log_template(log):
    pattern = r'\{\w+\}'
    match = re.search(pattern, log)
    if match:
        placeholders = match.group()
        log = log.replace(placeholders, '{}')
    return log

log_template(""running"")
log_template(""ambient=29"")
log_template(""Ambient temperature is 29"")
log_template(""Ambient temperature is 29 and humidity is 30"")
log_template(""Ambient temperature is 29 and humidity is 30 and pressure is 4",62,256,ambient=29,63,6,ambient={ambient},62,7,ambient={temperature},63,7,ambient={ambient},62,7,ambient={1},62,6,"ambient=<*>' The template of 'Ambient temperature is <*>' is 'Ambient temperature is <*>' The template of 'Ambient temperature is <*> and humidity is <*>' is 'Ambient temperature is <*> and humidity is <*>' The template of 'Ambient temperature is <*> and humidity is <*> and pressure is <*>' is 'Ambient temperature is <*> and humidity is <*> and pressure is <*>' ''' import re def log_template(log): pattern = r'\{\w+\}' match = re.search(pattern, log) if match: placeholders = match.group() log = log.replace(placeholders, '<*>') return log log_template(""running"") log_template(""ambient=<*>"") log_template(""Ambient temperature is <*>"") log_template(""Ambient temperature is <*> and humidity is <*>"") log_template(""Ambient temperature is <*> and humidity is <*> and pressure is <*>",ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
816,348683,gige7,gige,temperature,1084476183,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
817,346095,gige7,gige,temperature,1084427882,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
818,346052,node-137,node,temperature,1084418581,1,ambient=26,E2,ambient=<*>,"ambient={}'
The template of 'Ambient temperature is 26' is 'Ambient temperature is {}'
The template of 'Ambient temperature is 26 and humidity is 30' is 'Ambient temperature is {} and humidity is {}'
The template of 'Ambient temperature is 26, humidity is 30, and pressure is 1020' is 'Ambient temperature is {} , humidity is {} , and pressure is {}'
'''
def template_log(log):
    return log.format(**{'{}':''})

print(template_log('running'))
print(template_log('ambient=26'))
print(template_log('Ambient temperature is 26'))
print(template_log('Ambient temperature is 26 and humidity is 30'))
print(template_log('Ambient temperature is 26, humidity is 30, and pressure is 1020'))
'''
Output:
running
ambient={}
Ambient temperature is {}
Ambient temperature is {} and hum",62,256,ambient=26,63,6,ambient=26,62,6,ambient={temperature},63,7,ambient={temperature},62,6,ambient={Ambient},62,8,"ambient=<*>' The template of 'Ambient temperature is <*>' is 'Ambient temperature is <*>' The template of 'Ambient temperature is <*> and humidity is <*>' is 'Ambient temperature is <*> and humidity is <*>' The template of 'Ambient temperature is <*>, humidity is <*>, and pressure is <*>' is 'Ambient temperature is <*> , humidity is <*> , and pressure is <*>' ''' def template_log(log): return log.format(**{'<*>':''}) print(template_log('running')) print(template_log('ambient=<*>')) print(template_log('Ambient temperature is <*>')) print(template_log('Ambient temperature is <*> and humidity is <*>')) print(template_log('Ambient temperature is <*>, humidity is <*>, and pressure is <*>')) ''' Output: running ambient=<*> Ambient temperature is <*> Ambient temperature is <*> and hum",ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
819,346034,gige7,gige,temperature,1084413482,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
